"","id","country","c3","c2","year","gini","gem1","ge0","ge1","ge2","a025","a050","a075","a1","a2","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","wiidcompanion"
"3451",20372,"Venezuela","VEN","VE",1996,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,15.59,11.72,3.47,8.25,13.23,20.94,54.11,1.07,2.4,3.55,4.7,5.91,7.32,9.2,11.74,16.19,37.92,NA,NA,"Income (net)","Monetary income, net","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",324036,NA,"Venezuelan bolivar","Month",0.41735,NA,NA,15542,22385650,NA,"Average",13,"World Bank","Deininger and Squire, World Bank 2004","World Bank. Compilation","Encuesta de Hogares por Muestreo (EHM)",NA,"No"
"3452",20377,"Venezuela","VEN","VE",1997,50.7,NA,NA,50.8,NA,NA,21.4,NA,37.7,NA,3.31,13.9,11.8,4,7.8,12.6,20.2,55.6,1.4,2.6,3.4,4.4,5.6,7,8.8,11.4,16.6,39,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,16288,22837742,"New 2021","High",11,"United Nations","ECLAC 2016","Old series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","No"
"3453",20386,"Venezuela","VEN","VE",1998,46.99,NA,40.73,41.19,73.93,NA,18.32,NA,33.48,68.04,2.74,12.48,12.92,4.16,8.76,13.81,21.34,51.93,1.37,2.79,3.83,4.93,6.18,7.63,9.4,11.94,16.57,35.36,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",72652,NA,"Local currency unit","Year",NA,NA,NA,16118,23288566,"New 2021","High",11,"SEDLAC","SEDLAC",NA,"Encuesta de Hogares por Muestreo (EHM)","https://www.cedlas.econo.unlp.edu.ar/wp/wp-content/uploads/2020_inequality_LAC.xlsx","Yes"
"3454",20393,"Venezuela","VEN","VE",1999,49.8,NA,NA,46.4,NA,NA,20.2,NA,36.3,NA,3.2,15.11,11.8,3.6,8.2,13,20.6,54.4,1,2.6,3.6,4.6,5.8,7.2,9,11.6,16.6,37.8,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,14949,23739836,"New 2021","High",11,"United Nations","ECLAC 2016","Old series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","No"
"3455",20398,"Venezuela","VEN","VE",2000,39.2,NA,NA,27.8,NA,NA,12.3,NA,22.5,NA,1.77,7.39,17.1,6.2,10.9,15.4,21.8,45.8,2.2,4,5,5.9,7.1,8.3,9.8,12,15.6,30.2,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,15302,24192450,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3456",20403,"Venezuela","VEN","VE",2001,42,NA,NA,32.4,NA,NA,14.2,NA,25.4,NA,2.04,8.2,16.1,5.9,10.2,14.5,21.1,48.4,2.1,3.8,4.6,5.6,6.6,7.9,9.4,11.7,15.6,32.8,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,15636,24646470,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3457",20408,"Venezuela","VEN","VE",2002,41.8,NA,NA,32,NA,NA,14,NA,25.3,NA,2.03,8.93,16,5.4,10.6,14.7,21.2,48.2,1.9,3.5,4.8,5.8,6.7,8,9.4,11.8,15.7,32.5,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,14059,25100406,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3458",20413,"Venezuela","VEN","VE",2003,40.1,NA,NA,28.8,NA,NA,12.8,NA,23.4,NA,1.84,8.02,16.7,5.8,10.9,15.3,21.6,46.5,1.8,4,5.3,5.6,6.9,8.4,9.6,12,15.7,30.8,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,12826,25551624,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3459",20417,"Venezuela","VEN","VE",2004,40.1,NA,NA,28.3,NA,NA,12.7,NA,23.3,NA,1.85,8.03,16.6,5.8,10.8,15.1,21.6,46.6,1.9,3.9,4.9,5.9,7,8.1,9.8,11.8,15.9,30.7,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,14996,25996594,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3460",20422,"Venezuela","VEN","VE",2005,43.3,NA,NA,37.4,NA,NA,15.7,NA,28.1,NA,2.21,9.96,15.1,4.9,10.2,14.7,21.4,48.8,1.4,3.5,4.7,5.5,6.5,8.2,9.6,11.8,15.4,33.4,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,16343,26432446,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3461",20427,"Venezuela","VEN","VE",2006,40.4,NA,NA,29.7,NA,NA,13.1,NA,23.5,NA,1.87,7.83,16.6,6,10.6,15,21.5,47,2.1,3.9,4.8,5.8,6.9,8.1,9.7,11.8,16,31,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,17775,26850190,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3462",20431,"Venezuela","VEN","VE",2007,39.1,NA,NA,27,NA,NA,12.2,NA,22.3,NA,1.74,7.37,17.1,6.2,10.9,15.3,21.9,45.7,2.3,3.9,4.9,6,6.9,8.4,9.8,12.1,15.9,29.8,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,19013,27247602,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3463",20434,"Venezuela","VEN","VE",2008,37.9,NA,NA,24.9,NA,NA,11.4,NA,21.2,NA,1.65,7.08,17.4,6.3,11.1,15.7,22.4,44.6,2.4,3.9,5,6.1,7.2,8.5,10.1,12.3,15.9,28.7,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,19705,27635826,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3464",20436,"Venezuela","VEN","VE",2009,38.1,NA,NA,25.5,NA,NA,11.5,NA,21,NA,1.67,7.11,17.4,6.3,11.1,15.6,22.2,44.8,2.5,3.8,5.2,5.9,7.2,8.4,10,12.2,15.7,29.1,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,18856,28031010,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3465",20439,"Venezuela","VEN","VE",2010,36.4,NA,NA,22.6,NA,NA,10.4,NA,19.4,NA,1.5,6.65,18.1,6.5,11.6,16,22.8,43.2,2.4,4.1,5.3,6.3,7.4,8.6,9.9,12.9,16,27.2,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,18706,28439942,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3466",20441,"Venezuela","VEN","VE",2011,36.8,NA,NA,23.7,NA,NA,10.8,NA,20.1,NA,1.55,6.69,17.8,6.5,11.3,16,22.7,43.5,2.4,4.1,4.7,6.6,7.3,8.7,10.1,12.6,15.9,27.6,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,19407,28887874,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3467",20443,"Venezuela","VEN","VE",2012,38.4,NA,NA,26,NA,NA,11.8,NA,21.8,NA,1.68,7.33,17.1,6.1,11,15.5,22.7,44.7,2.2,3.9,4.9,6.1,7.1,8.4,10.3,12.4,15.9,28.8,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,20285,29360826,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3468",20445,"Venezuela","VEN","VE",2013,38.8,NA,NA,25.8,NA,NA,11.8,NA,21.8,NA,1.7,7.48,17.1,6,11.1,15.5,22.6,44.9,2.1,3.9,4.9,6.2,7,8.5,10.2,12.4,15.9,29,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,23434,29781046,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3469",20447,"Venezuela","VEN","VE",2014,37.8,NA,NA,24.3,NA,NA,11.2,NA,21,NA,1.64,7.11,17.3,6.2,11.1,15.9,22.7,44.1,2.5,3.7,5,6.1,7.3,8.6,10.3,12.4,15.8,28.3,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Americas","South America","Latin America and the Caribbean","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,22218,30042972,"New 2021","High",11,"United Nations","ECLAC","New series",NA,"https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i","Yes"
"3470",20448,"Vietnam","VNM","VN",1993,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,1958,72300304,"New 2020","High",11,"National statistical authority","General Statistics Office of Vietnam","Poverty and migration profile 2012","Household Living Standards Survey","https://www.gso.gov.vn/Modules/Doc_Download.aspx?DocID=16773","No"
"3471",20452,"Vietnam","VNM","VN",1996,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,9.06406024578713e-05,NA,NA,2426,76068744,NA,"Low",9,NA,"Asian Development Bank 2007","Asean Statistical Yearbook 2003",NA,NA,"No"
"3472",20453,"Vietnam","VNM","VN",1998,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,2702,78115712,"New 2020","High",11,"National statistical authority","General Statistics Office of Vietnam","Poverty and migration profile 2012","Household Living Standards Survey","https://www.gso.gov.vn/Modules/Doc_Download.aspx?DocID=16773","No"
"3473",20457,"Vietnam","VNM","VN",1999,35.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,5.55,19.68,7.96,11.72,15.19,20.95,44.17,3.34,4.62,5.46,6.26,7.08,8.11,9.48,11.47,15.12,29.05,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",1118,842,"US$2011PPP","Year",NA,NA,NA,2798,79035864,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"3474",20458,"Vietnam","VNM","VN",2002,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,3270,81534408,"New 2020","High",11,"National statistical authority","General Statistics Office of Vietnam","Online database","Household Living Standards Survey","https://www.gso.gov.vn/default_en.aspx?tabid=783","No"
"3475",20475,"Vietnam","VNM","VN",2004,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,3690,83062824,"New 2020","High",11,"National statistical authority","General Statistics Office of Vietnam","Online database","Household Living Standards Survey","https://www.gso.gov.vn/default_en.aspx?tabid=783","No"
"3476",20492,"Vietnam","VNM","VN",2006,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,4167,84617544,"New 2020","High",11,"National statistical authority","General Statistics Office of Vietnam","Online database","Household Living Standards Survey","https://www.gso.gov.vn/default_en.aspx?tabid=783","No"
"3477",20509,"Vietnam","VNM","VN",2008,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,4628,86243424,"New 2020","High",11,"National statistical authority","General Statistics Office of Vietnam","Online database","Household Living Standards Survey","https://www.gso.gov.vn/default_en.aspx?tabid=783","No"
"3478",20526,"Vietnam","VNM","VN",2010,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.24,14.97,5.32,9.65,14.42,21.49,49.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",1387,NA,"Vietnamese dong","Month",NA,NA,NA,5089,87967656,"New 2020","High",12,"National statistical authority","General Statistics Office of Vietnam","Online database","Household Living Standards Survey","https://www.gso.gov.vn/default_en.aspx?tabid=783","No"
"3479",20546,"Vietnam","VNM","VN",2012,37.7,27.51,23.97,29.13,76.53,6.58,12.12,16.97,21.32,35.5,1.66,6.62,17.88,6.77,11.12,15.64,21.7,44.78,2.74,4.03,5.05,6.07,7.19,8.46,9.85,11.85,15.03,29.75,1.15,19.73,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",4591,3569,"US$2017PPP","Year",NA,NA,NA,5574,89801928,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Vietnam Household Living Standards Survey (VHLSS)",NA,"Yes"
"3480",20578,"Vietnam","VNM","VN",2014,35.45,25.59,21.24,22.79,35.76,5.41,10.34,14.89,19.13,33.86,1.46,6.2,18.63,6.88,11.75,16.33,22.4,42.63,2.73,4.16,5.31,6.44,7.57,8.77,10.2,12.2,15.35,27.28,1.14,17.25,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",4665,3794,"US$2017PPP","Year",NA,NA,NA,6098,91713848,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Vietnam Household Living Standards Survey (VHLSS)",NA,"Yes"
"3481",20607,"Vietnam","VNM","VN",2016,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,14.77,4.98,9.79,14.85,21.67,48.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",3098,NA,"Vietnamese dong","Month",NA,NA,NA,6768,93640440,"New 2020","High",12,"National statistical authority","General Statistics Office of Vietnam","Online database","Household Living Standards Survey","https://www.gso.gov.vn/default_en.aspx?tabid=783","No"
"3482",20614,"Vietnam","VNM","VN",2018,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.65,4.81,9.84,15.14,22.14,48.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","South-eastern Asia","East Asia and the Pacific","Non-EU","Non-OECD","Lower middle income",3876,NA,"Vietnamese dong","Month",NA,NA,NA,7586,95545960,"New 2020","High",12,"National statistical authority","General Statistics Office of Vietnam","Online database","Household Living Standards Survey","https://www.gso.gov.vn/default_en.aspx?tabid=783","No"
"3483",20621,"West Bank and Gaza","PSE","PS",1996,35.95,27.8,22.07,23.21,32.87,5.55,10.64,15.37,19.81,35.73,1.5,6.31,18.51,6.83,11.67,16.05,22.3,43.14,2.6,4.23,5.33,6.34,7.45,8.61,10.13,12.17,15.36,27.78,1.02,17.63,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,3917,2742534,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3484",20625,"West Bank and Gaza","PSE","PS",1997,34.65,25.13,20.33,20.89,27.8,5.04,9.76,14.19,18.39,33.45,1.39,5.97,19.02,7.05,11.97,16.35,22.56,42.06,2.73,4.32,5.45,6.52,7.59,8.76,10.14,12.43,15.56,26.51,1.07,16.32,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,4295,2872006,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3485",20629,"West Bank and Gaza","PSE","PS",1998,35.8,26.06,21.63,23.14,33.38,5.51,10.53,15.16,19.45,34.26,1.49,6.23,18.6,6.91,11.69,16.07,22.29,43.04,2.72,4.19,5.35,6.34,7.41,8.66,10.17,12.13,15.29,27.75,1.1,17.85,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,4786,3000624,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3486",20633,"West Bank and Gaza","PSE","PS",2004,34.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,5.57,19.54,7.5,12.04,16.26,22.45,41.75,3,4.51,5.48,6.56,7.54,8.72,10.26,12.19,15.27,26.48,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",3687,2959,"US$2011PPP","Year",NA,NA,NA,4486,3505320,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","No"
"3487",20634,"West Bank and Gaza","PSE","PS",2005,36.87,28.9,23.05,23.94,33.2,5.74,11.05,15.98,20.59,36.63,1.57,6.63,17.88,6.61,11.27,15.8,22.49,43.83,2.56,4.05,5.09,6.18,7.29,8.51,10.15,12.34,15.8,28.03,1,17.69,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,4866,3577956,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3488",20639,"West Bank and Gaza","PSE","PS",2006,38.72,30.95,25.23,26.96,39.8,6.4,12.19,17.47,22.3,38.23,1.74,7.19,17.06,6.32,10.74,15.32,22.2,45.42,2.48,3.84,4.89,5.85,7.04,8.28,9.99,12.21,15.7,29.73,0.99,19.04,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,4696,3662421,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3489",20644,"West Bank and Gaza","PSE","PS",2007,38.2,28.95,24.32,26.42,38.96,6.26,11.88,16.97,21.59,36.67,1.7,6.98,17.57,6.51,11.06,15.27,21.67,45.48,2.63,3.89,5.08,5.99,7.09,8.18,9.87,11.81,15.67,29.81,1.08,19.02,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,4751,3756459,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3490",20649,"West Bank and Gaza","PSE","PS",2008,41.63,41.33,30.03,31.88,51.67,7.52,14.25,20.34,25.94,45.25,2.04,8.54,15.75,5.61,10.14,14.67,21.73,47.85,2.06,3.54,4.53,5.61,6.75,7.92,9.72,12.01,15.77,32.08,0.74,20.97,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,4965,3856692,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3491",20653,"West Bank and Gaza","PSE","PS",2009,34.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,5.53,19.61,7.71,11.9,15.88,21.9,42.61,3.19,4.52,5.5,6.41,7.36,8.52,10,11.9,15.24,27.37,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",4064,3216,"US$2011PPP","Year",NA,NA,NA,5250,3957684,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","No"
